wing,source_domain,Keyword,Position,Search Volume,CPC,Url,Traffic (%),Traffic Cost (%),Competition
Iris Platform,myaifrontdesk.com,763 is what area code,10,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-282,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 714,10,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-714,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 253,11,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-253,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 262,11,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-262,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 972,11,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-390,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 610,11,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-207,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,507,11,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-507,0.02,0.00,0.03
Iris Platform,myaifrontdesk.com,area code 609,12,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-609,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 304,12,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-304,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 607,12,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-204,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 225 louisiana,12,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-23,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 803,12,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-803,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,249 area code,12,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-36,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,347,12,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-347,0.01,0.00,0.01
Iris Platform,myaifrontdesk.com,341 phone code,13,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-341,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 706,13,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-706,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,code 989,14,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-398,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 416,14,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-120,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code is 703,14,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-703,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 509,14,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-509,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,714,14,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-714,0.01,0.00,0.01
Iris Platform,myaifrontdesk.com,915 area code texas,15,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-915,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,438 area code,15,9900,0.00,https://www.myaifrontdesk.com/area-code/imported-item-133,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,missouri area code 636,16,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-636,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,phone number area code 201,16,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-201,0.01,0.00,0.01
Iris Platform,myaifrontdesk.com,318 area code in louisiana,17,9900,0.00,https://app.myaifrontdesk.com/blog/area-code-318,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,301 phone area code,3,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-59,0.15,0.00,0.33
Iris Platform,myaifrontdesk.com,alberta area code 780,3,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-293,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,texas area code 940,5,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-379,0.10,0.00,0.33
Iris Platform,myaifrontdesk.com,306 area code,5,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-64,0.10,0.00,0.33
Iris Platform,myaifrontdesk.com,country code 806,5,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-305,0.10,0.00,0.33
Iris Platform,myaifrontdesk.com,253,5,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-253,0.08,0.00,0.02
Iris Platform,myaifrontdesk.com,951,5,8100,1.79,https://app.myaifrontdesk.com/blog/area-code-951,0.08,0.86,0.33
Iris Platform,myaifrontdesk.com,location of area code 406,5,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-406,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,819 area code,6,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-317,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 301,6,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-59,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 410 where is it,6,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-410,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 562,6,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-183,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,708 code,6,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-254,0.07,0.00,0.33
Iris Platform,myaifrontdesk.com,876 area code,6,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-348,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 859,7,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-859,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,610 country code,7,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-207,0.07,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 941,7,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-380,0.07,0.00,0.33
Iris Platform,myaifrontdesk.com,code 478,7,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-478,0.07,0.00,0.33
Iris Platform,myaifrontdesk.com,337,7,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-87,0.06,0.00,0.02
Iris Platform,myaifrontdesk.com,548 area code,7,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-178,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 718,8,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-262,0.07,0.00,0.33
Iris Platform,myaifrontdesk.com,361 phone code,8,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-99,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,905 ontario,9,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-905,0.07,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 914,9,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-362,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,code 732,9,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-732,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,phone area 602,9,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-602,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,620 area code kansas,9,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-216,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 607,9,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-607,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 608,9,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-205,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 410,10,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-410,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,727 area code florida,10,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-269,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,248,10,8100,0.93,https://app.myaifrontdesk.com/blog/area-code-248,0.03,0.16,0.01
Iris Platform,myaifrontdesk.com,location of area code 604,10,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-604,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,area 785 location,10,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-785,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,419,10,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-419,0.03,0.00,0.02
Iris Platform,myaifrontdesk.com,250 area code british columbia,10,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-37,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 570,10,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-570,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 386,10,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-386,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,248,11,8100,0.93,https://app.myaifrontdesk.com/blog/area-code-248,0.02,0.13,0.01
Iris Platform,myaifrontdesk.com,610 pa area code,11,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-207,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,301 phone area code,11,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-59,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 551,11,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-551,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,727 area code florida,11,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-269,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 651,11,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-651,0.01,0.00,0.33
Iris Platform,attio.com,free crm,11,8100,18.55,https://attio.com/,0.27,1.06,0.48
Iris Platform,myaifrontdesk.com,area code 507 minnesota,13,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-507,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 440,13,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-440,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 860,13,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-860,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 604,13,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-201,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,604 telephone code,14,8100,0.00,https://www.myaifrontdesk.com/area-code/imported-item-201,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 479,14,8100,0.00,https://app.myaifrontdesk.com/blog/area-code-479,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,829 area code,3,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-321,0.12,0.00,0.33
Iris Platform,myaifrontdesk.com,610 area,3,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-610,0.09,0.00,0.33
Iris Platform,myaifrontdesk.com,area code of 587,4,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-197,0.09,0.00,0.33
Iris Platform,myaifrontdesk.com,352 area,4,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-352,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,304 area,4,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-304,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,901 area,5,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-350,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,903 phone code,5,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-352,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 301,5,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-59,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 613 ontario,5,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-613,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 435,5,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-435,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 225,5,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-23,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,phone code 613,5,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-613,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area 216,5,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-216,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 419,5,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-419,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,613 phone code,5,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-613,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,563 phone area code,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-184,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,code 425,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-126,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 989,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-398,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 715,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-259,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 940 location,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-379,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 662,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-235,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 775,6,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-290,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,418 telephone area code,6,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-418,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 781,7,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-294,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,860 code,7,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-860,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 859,7,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-859,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area 610 location,8,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-207,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area 562,8,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-183,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area 609,8,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-609,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 774,8,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-289,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,914 country code,8,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-362,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 712 iowa,8,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-256,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 309,8,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-309,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 727 location,8,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-269,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,901 code,9,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-350,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 636,9,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-223,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area 606 code,9,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-606,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,bc area code 250,9,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-37,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 951 location,9,6600,0.27,https://app.myaifrontdesk.com/blog/area-code-951,0.02,0.03,0.33
Iris Platform,myaifrontdesk.com,area code 218,9,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-18,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area 612,9,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-612,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area 216,9,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-216,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 269,9,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-269,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area 304 location,10,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-304,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 980,10,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-980,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 360,10,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-360,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,indiana area code 260,10,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-43,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,regional code 647,10,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-647,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,830,10,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-322,0.01,0.00,0.02
Iris Platform,myaifrontdesk.com,country code 334,10,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-334,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 218,10,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-18,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,858 area,10,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-858,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area 304 location,11,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-304,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,code 803,11,6600,0.56,https://app.myaifrontdesk.com/blog/area-code-803,0.01,0.06,0.33
Iris Platform,myaifrontdesk.com,area code 479 in arkansas,11,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-479,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 956,11,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-956,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area 912,11,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-360,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 980,12,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-980,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 858,12,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-858,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 701,12,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-247,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,205 area code alabama,12,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-205,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,262 wisconsin area code,12,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-262,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,fusion web clinic,13,6600,2.60,https://www.myaifrontdesk.com/therapy/fusion-web-clinic-ai-integration,0.01,0.29,0.20
Iris Platform,myaifrontdesk.com,area code 864,13,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-340,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,phone area 214,13,6600,0.00,https://www.myaifrontdesk.com/area-code/imported-item-14,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 604,13,6600,0.00,https://app.myaifrontdesk.com/blog/area-code-604,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,724,14,6600,0.43,https://app.myaifrontdesk.com/blog/area-code-724,0.01,0.03,0.06
Iris Platform,myaifrontdesk.com,ai receptionist,4,5400,15.86,https://www.myaifrontdesk.com/,0.10,9.40,0.64
Iris Platform,myaifrontdesk.com,area code 787,4,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-299,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,330 area,4,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-82,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 778,4,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-291,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,code 819,4,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-317,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,819 area code quebec,4,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-317,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,location of area code 419,5,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-419,0.06,0.00,0.33
Iris Platform,myaifrontdesk.com,code 705,5,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-705,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 445,6,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-138,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,613 country code,6,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-613,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,florida 239 area code,6,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-239,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,248 area code in michigan,6,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-248,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 865,7,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-865,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 316,7,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-73,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,662,7,5400,0.65,https://www.myaifrontdesk.com/area-code/imported-item-235,0.05,0.20,0.33
Iris Platform,myaifrontdesk.com,724 area code pennsylvania,7,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-266,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 712,7,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-256,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 806,8,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-305,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 606,8,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-606,0.05,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 337,8,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-87,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,509 area code location,8,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-509,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,613 phone area code,8,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-209,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,828 north carolina,8,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-828,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,area 618 code,9,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-214,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 573,9,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-189,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,telephone area code 662,9,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-235,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,516 area code location,9,5400,1.01,https://www.myaifrontdesk.com/area-code/imported-item-166,0.03,0.17,0.33
Iris Platform,myaifrontdesk.com,857 country code,9,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-334,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,712 phone code,9,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-256,0.03,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 660,9,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-660,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,telephone area code 435,10,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-131,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,code 724,10,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-266,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,806,10,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-305,0.02,0.00,0.02
Iris Platform,myaifrontdesk.com,area code 651,10,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-651,0.02,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 319,10,5400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-76,0.01,0.00,0.33
Iris Platform,myaifrontdesk.com,386,11,5400,0.00,https://app.myaifrontdesk.com/blog/area-code-386,0.01,0.00,0.02
Iris Platform,myaifrontdesk.com,828,11,5400,0.90,https://app.myaifrontdesk.com/blog/area-code-828,0.01,0.08,0.01
dotfun Growth Services,appinventiv.com,[agency name] software development services,23,5400,0.00,https://appinventiv.com/software-development-service/,0.02,0.00,0.00
Iris Platform,myaifrontdesk.com,area code 939,2,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-378,0.08,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 226,4,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-24,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,903 area code location,4,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-352,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,telephone area code 403,5,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-108,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 940,5,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-379,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,780 phone code,5,4400,0.00,https://app.myaifrontdesk.com/blog/area-code-780,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 607 location,5,4400,0.00,https://app.myaifrontdesk.com/blog/area-code-607,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 989,5,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-398,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area 831,5,4400,0.00,https://app.myaifrontdesk.com/blog/area-code-831,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,269 code,5,4400,0.00,https://app.myaifrontdesk.com/blog/area-code-269,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,807 area code,5,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-306,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 613,6,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-209,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,baltimore area code,6,4400,0.00,https://app.myaifrontdesk.com/blog/area-code-410,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,316 area code location,6,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-73,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area code 403,6,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-108,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,865 area,6,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-341,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,area 662,6,4400,0.00,https://www.myaifrontdesk.com/area-code/imported-item-235,0.04,0.00,0.33
Iris Platform,myaifrontdesk.com,410 phone code,6,4400,0.00,https://app.myaifrontdesk.com/blog/area-code-410,0.04,0.00,0.33
